Binomial_iucn,Order,Family,Genus,Species,Common_name,Activity_DD,Activity_IM,Activity_source,Flexible_DD,Flexible_IM,Flexible_source,,
Otolemur crassicaudatus,Primates,Galagidae,Otolemur,crassicaudatus,Thick-tailed Greater Galago,Nocturnal,Nocturnal,1,0,0,1,,
Otolemur garnettii,Primates,Galagidae,Otolemur,garnettii,Garnett's Greater Galago,Nocturnal,Nocturnal,1,0,0,1,,
Otomops formosus,Chiroptera,Molossidae,Otomops,formosus,Java Giant Mastiff Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops johnstonei,Chiroptera,Molossidae,Otomops,johnstonei,Johnstone's Giant Mastiff Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops madagascariensis,Chiroptera,Molossidae,Otomops,madagascariensis,Madagascar Free-tailed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops martiensseni,Chiroptera,Molossidae,Otomops,martiensseni,Large-eared Free-tailed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops papuensis,Chiroptera,Molossidae,Otomops,papuensis,Papuan Free-tailed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops secundus,Chiroptera,Molossidae,Otomops,secundus,Mantled Free-tailed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomops wroughtoni,Chiroptera,Molossidae,Otomops,wroughtoni,Wroughton's Free-tailed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otomys anchietae,Rodentia,Muridae,Otomys,anchietae,Angolan Vlei Rat,Diurnal,Diurnal,1,0,0,1,,
Otomys angoniensis,Rodentia,Muridae,Otomys,angoniensis,Angoni Vlei Rat,Cathemeral,Cathemeral,1,1,1,1,,
Otomys barbouri,Rodentia,Muridae,Otomys,barbouri,Barbour's Vlei Rat,Diurnal,Diurnal,1,0,0,1,,
Otomys burtoni,Rodentia,Muridae,Otomys,burtoni,Burton's Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys cuanzensis,Rodentia,Muridae,Otomys,cuanzensis,Cuanza Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys denti,Rodentia,Muridae,Otomys,denti,Dent's Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys irroratus,Rodentia,Muridae,Otomys,irroratus,Southern African Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys lacustris,Rodentia,Muridae,Otomys,lacustris,Robert's Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys laminatus,Rodentia,Muridae,Otomys,laminatus,Tanzanian Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys occidentalis,Rodentia,Muridae,Otomys,occidentalis,Laminate Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys saundersiae,Rodentia,Muridae,Otomys,saundersiae,Western Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys sloggetti,Rodentia,Muridae,Otomys,sloggetti,Sloggett's Vlei Rat,Diurnal,Diurnal,1,0,0,1,,
Otomys tropicalis,Rodentia,Muridae,Otomys,tropicalis,Tropical Vlei Rat,Diurnal,Diurnal,1,1,1,1,,
Otomys typus,Rodentia,Muridae,Otomys,typus,Typical Vlei Rat,Cathemeral,Cathemeral,1,0,0,1,,
Otomys unisulcatus,Rodentia,Muridae,Otomys,unisulcatus,Karoo Bush Rat,Diurnal,Diurnal,1,1,1,1,,
Otonycteris hemprichii,Chiroptera,Vespertilionidae,Otonycteris,hemprichii,Desert Long-eared Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otonyctomys hatti,Rodentia,Cricetidae,Otonyctomys,hatti,Hatt's Vesper Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Otopteropus cartilagonodus,Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Luzon Pygmy Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Otospermophilus beecheyi,Rodentia,Sciuridae,Otospermophilus,beecheyi,California Ground Squirrel,Diurnal,Diurnal,1,0,0,1,,
Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock Squirrel,Diurnal,Diurnal,1,0,0,1,,
Ototylomys phyllotis,Rodentia,Cricetidae,Ototylomys,phyllotis,Big-eared Climbing Rat,Nocturnal,Nocturnal,1,0,0,1,,
Ourebia ourebi,Cetartiodactyla,Bovidae,Ourebia,ourebi,Oribi,Cathemeral,Cathemeral,2,0,0,1,,
Ovibos moschatus,Cetartiodactyla,Bovidae,Ovibos,moschatus,Muskox,Cathemeral,Cathemeral,1,0,0,1,,
Ovis ammon,Cetartiodactyla,Bovidae,Ovis,ammon,Argali,Crepuscular,Crepuscular,1,1,1,1,,
Ovis canadensis,Cetartiodactyla,Bovidae,Ovis,canadensis,Bighorn Sheep,Crepuscular,Crepuscular,1,1,1,1,,
Ovis dalli,Cetartiodactyla,Bovidae,Ovis,dalli,Thinhorn Sheep,Diurnal,Diurnal,1,0,0,1,,
Ovis nivicola,Cetartiodactyla,Bovidae,Ovis,nivicola,Snow Sheep,Diurnal,Diurnal,1,0,0,1,,
Ovis orientalis,Cetartiodactyla,Bovidae,Ovis,orientalis,Mouflon,Crepuscular,Crepuscular,1,0,0,1,,
Oxymycterus akodontius,Rodentia,Cricetidae,Oxymycterus,akodontius,Unknown,Cathemeral,Cathemeral,1,0,0,1,,
Oxymycterus amazonicus,Rodentia,Cricetidae,Oxymycterus,amazonicus,Amazonian hocicudo,Nocturnal,Nocturnal,1,0,0,1,,
Oxymycterus angularis,Rodentia,Cricetidae,Oxymycterus,angularis,Angular Hocicudo,Cathemeral,Cathemeral,2,0,0,1,,
Oxymycterus caparoae,Rodentia,Cricetidae,Oxymycterus,caparoae,Mount Caparao hocicudo,Diurnal,Diurnal,2,0,0,1,,
Oxymycterus dasytrichus,Rodentia,Cricetidae,Oxymycterus,dasytrichus,Unknown,Cathemeral,Cathemeral,1,0,0,1,,
Oxymycterus delator,Rodentia,Cricetidae,Oxymycterus,delator,Spy Hocicudo,Diurnal,Diurnal,1,0,0,1,,
Oxymycterus hiska,Rodentia,Cricetidae,Oxymycterus,hiska,Small Hocicudo,Cathemeral,Cathemeral,12,0,0,1,,
Oxymycterus hispidus,Rodentia,Cricetidae,Oxymycterus,hispidus,Hispid Hocicudo,Cathemeral,Cathemeral,2,0,0,1,,
Oxymycterus hucucha,Rodentia,Cricetidae,Oxymycterus,hucucha,Quechuan Hocicudo,Cathemeral,Cathemeral,12,0,0,1,,
Oxymycterus inca,Rodentia,Cricetidae,Oxymycterus,inca,Incan Hocicudo,Diurnal,Diurnal,1,0,0,1,,
Oxymycterus josei,Rodentia,Cricetidae,Oxymycterus,josei,Unknown,Diurnal,Diurnal,2,0,0,1,,
Oxymycterus nasutus,Rodentia,Cricetidae,Oxymycterus,nasutus,Long-nosed Hocicudo,Diurnal,Diurnal,1,1,1,1,,
Oxymycterus paramensis,Rodentia,Cricetidae,Oxymycterus,paramensis,Paramo Hocicudo,Cathemeral,Cathemeral,1,0,0,1,,
Oxymycterus quaestor,Rodentia,Cricetidae,Oxymycterus,quaestor,Quaestor hocicudo,Diurnal,Diurnal,1,0,0,1,,
Oxymycterus roberti,Rodentia,Cricetidae,Oxymycterus,roberti,Robert's Hocicudo,Cathemeral,Cathemeral,2,0,0,1,,
Oxymycterus rufus,Rodentia,Cricetidae,Oxymycterus,rufus,Red Hocicudo,Cathemeral,Cathemeral,1,0,0,1,,
Ozotoceros bezoarticus,Cetartiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas Deer,Cathemeral,Cathemeral,1,0,0,1,,
Pachyuromys duprasi,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed Gerbil,Nocturnal,Nocturnal,1,1,1,1,,
Paguma larvata,Carnivora,Viverridae,Paguma,larvata,Masked Palm Civet,Nocturnal,Nocturnal,1,1,1,1,,
Palawanomys furvus,Rodentia,Muridae,Palawanomys,furvus,Palawan Mountain Rat,Nocturnal,Nocturnal,1,1,1,1,,
Pan paniscus,Primates,Hominidae,Pan,paniscus,Bonobo,Diurnal,Diurnal,1,0,0,1,,
Pan troglodytes,Primates,Hominidae,Pan,troglodytes,Chimpanzee,Diurnal,Diurnal,1,0,0,1,,
Panthera leo,Carnivora,Felidae,Panthera,leo,Lion,Nocturnal,Nocturnal,1,1,1,1,,
Panthera onca,Carnivora,Felidae,Panthera,onca,Jaguar,Nocturnal,Nocturnal,1,1,1,1,,
Panthera pardus,Carnivora,Felidae,Panthera,pardus,Leopard,Nocturnal,Nocturnal,1,1,1,1,,
Panthera tigris,Carnivora,Felidae,Panthera,tigris,Tiger,Nocturnal,Nocturnal,1,1,1,1,,
Panthera uncia,Carnivora,Felidae,Panthera,uncia,Snow Leopard,Crepuscular,Crepuscular,1,1,1,1,,
Pantholops hodgsonii,Cetartiodactyla,Bovidae,Pantholops,hodgsonii,Chiru,Crepuscular,Crepuscular,2,0,0,1,,
Papagomys armandvillei,Rodentia,Muridae,Papagomys,armandvillei,Armandville's Papagomys,Nocturnal,Nocturnal,1,0,0,1,,
Papio anubis,Primates,Cercopithecidae,Papio,anubis,Olive Baboon,Diurnal,Diurnal,1,0,0,1,,
Papio cynocephalus,Primates,Cercopithecidae,Papio,cynocephalus,Yellow Baboon,Diurnal,Diurnal,1,0,0,1,,
Papio hamadryas,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas Baboon,Diurnal,Diurnal,1,0,0,1,,
Papio kindae,Primates,Cercopithecidae,Papio,kindae,Kinda Baboon,Diurnal,Diurnal,1,0,0,1,,
Papio papio,Primates,Cercopithecidae,Papio,papio,Guinea Baboon,Diurnal,Diurnal,1,0,0,1,,
Papio ursinus,Primates,Cercopithecidae,Papio,ursinus,Chacma Baboon,Diurnal,Diurnal,1,0,0,1,,
Paracrocidura graueri,Eulipotyphla,Soricidae,Paracrocidura,graueri,Grauer's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Paracrocidura maxima,Eulipotyphla,Soricidae,Paracrocidura,maxima,Greater Large-headed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Paracrocidura schoutedeni,Eulipotyphla,Soricidae,Paracrocidura,schoutedeni,Schouteden's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Paracynictis selousi,Carnivora,Herpestidae,Paracynictis,selousi,Selous's Mongoose,Nocturnal,Nocturnal,1,0,0,1,,
Paradipus ctenodactylus,Rodentia,Dipodidae,Paradipus,ctenodactylus,Grebnepalyi Tushkanchik,Nocturnal,Nocturnal,1,0,0,1,,
Paradoxurus hermaphroditus,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Common Palm Civet,Nocturnal,Nocturnal,1,1,1,1,,
Paradoxurus jerdoni,Carnivora,Viverridae,Paradoxurus,jerdoni,Brown Palm Civet,Nocturnal,Nocturnal,1,0,0,1,,
Paradoxurus zeylonensis,Carnivora,Viverridae,Paradoxurus,zeylonensis,Golden Palm Civet,Nocturnal,Nocturnal,1,0,0,1,,
Paraechinus aethiopicus,Eulipotyphla,Erinaceidae,Paraechinus,aethiopicus,Desert Hedgehog,Nocturnal,Nocturnal,1,0,0,1,,
Paraechinus hypomelas,Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,Brandt's Hedgehog,Nocturnal,Nocturnal,1,0,0,1,,
Paraechinus micropus,Eulipotyphla,Erinaceidae,Paraechinus,micropus,Indian Hedgehog,Nocturnal,Nocturnal,1,0,0,1,,
Paraechinus nudiventris,Eulipotyphla,Erinaceidae,Paraechinus,nudiventris,Madras Hedgehog,Nocturnal,Nocturnal,1,0,0,1,,
Parahyaena brunnea,Carnivora,Hyaenidae,Parahyaena,brunnea,Brown Hyaena,Nocturnal,Nocturnal,1,1,1,1,,
Parahydromys asper,Rodentia,Muridae,Parahydromys,asper,Waterside Rat,NA,Nocturnal,Imputed,NA,0,Imputed,,
Paraleptomys rufilatus,Rodentia,Muridae,Paraleptomys,rufilatus,Northern Hydromyine,Nocturnal,Nocturnal,1,1,1,1,,
Paraleptomys wilhelmina,Rodentia,Muridae,Paraleptomys,wilhelmina,Short-haired Hydromyine,Nocturnal,Nocturnal,1,0,0,1,,
Paramelomys gressitti,Rodentia,Muridae,Paramelomys,gressitti,Gressitt's Paramelomys,NA,Nocturnal,Imputed,NA,0,Imputed,,
Paramelomys levipes,Rodentia,Muridae,Paramelomys,levipes,Papuan Lowland Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys lorentzii,Rodentia,Muridae,Paramelomys,lorentzii,Lorentz's Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys mollis,Rodentia,Muridae,Paramelomys,mollis,Montane Soft-furred Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys moncktoni,Rodentia,Muridae,Paramelomys,moncktoni,Moncton's Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys naso,Rodentia,Muridae,Paramelomys,naso,Long-nosed Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys platyops,Rodentia,Muridae,Paramelomys,platyops,Common Lowland Paramelomys,Nocturnal,Nocturnal,1,0,0,1,,
Paramelomys rubex,Rodentia,Muridae,Paramelomys,rubex,Mountain Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Paramelomys steini,Rodentia,Muridae,Paramelomys,steini,Stein's Paramelomys,Nocturnal,Nocturnal,2,0,0,1,,
Parantechinus apicalis,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Dibbler,Nocturnal,Nocturnal,13,1,1,1,,
Paranyctimene raptor,Chiroptera,Pteropodidae,Paranyctimene,raptor,Unstriped Tube-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Paranyctimene tenax,Chiroptera,Pteropodidae,Paranyctimene,tenax,Steadfast Tube-nosed Bat,Nocturnal,Nocturnal,1,0,0,1,,
Paratriaenops auritus,Chiroptera,Hipposideridae,Paratriaenops,auritus,Grandidier's Trident Bat,Nocturnal,Nocturnal,1,0,0,1,,
Paratriaenops furculus,Chiroptera,Hipposideridae,Paratriaenops,furculus,Trouessart's Trident Bat,Nocturnal,Nocturnal,1,0,0,1,,
Paraxerus alexandri,Rodentia,Sciuridae,Paraxerus,alexandri,Alexander's Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus boehmi,Rodentia,Sciuridae,Paraxerus,boehmi,Boehm's Bush Squirrel,Diurnal,Diurnal,2,0,0,1,,
Paraxerus cepapi,Rodentia,Sciuridae,Paraxerus,cepapi,Smith's Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus cooperi,Rodentia,Sciuridae,Paraxerus,cooperi,Cooper's Mountain Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus flavovittis,Rodentia,Sciuridae,Paraxerus,flavovittis,Striped Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus lucifer,Rodentia,Sciuridae,Paraxerus,lucifer,Black And Red Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus ochraceus,Rodentia,Sciuridae,Paraxerus,ochraceus,Ochre Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus palliatus,Rodentia,Sciuridae,Paraxerus,palliatus,Red Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus poensis,Rodentia,Sciuridae,Paraxerus,poensis,Green Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus vexillarius,Rodentia,Sciuridae,Paraxerus,vexillarius,Svynnerton's Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Paraxerus vincenti,Rodentia,Sciuridae,Paraxerus,vincenti,Vincent's Bush Squirrel,Diurnal,Diurnal,1,0,0,1,,
Pardofelis marmorata,Carnivora,Felidae,Pardofelis,marmorata,Marbled Cat,Nocturnal,Nocturnal,2,0,0,1,,
Paremballonura atrata,Chiroptera,Emballonuridae,Paremballonura,atrata,Peter's Sheath-tailed Bat,Diurnal,Crepuscular,1,1,0,1,,
Paremballonura tiavato,Chiroptera,Emballonuridae,Paremballonura,tiavato,Western Sheath-tailed Bat,Nocturnal,Crepuscular,1,0,0,1,,
Parotomys brantsii,Rodentia,Muridae,Parotomys,brantsii,Brants's Whistling Rat,Diurnal,Diurnal,1,1,1,1,,
Parotomys littledalei,Rodentia,Muridae,Parotomys,littledalei,Littledale's Whistling Rat,Diurnal,Diurnal,1,0,0,1,,
Paruromys dominator,Rodentia,Muridae,Paruromys,dominator,Giant Sulawesi Rat,Nocturnal,Nocturnal,1,0,0,1,,
Pattonomys carrikeri,Rodentia,Echimyidae,Pattonomys,carrikeri,Carriker's Speckled Tree-rat,Nocturnal,Nocturnal,1,0,0,1,,
Pattonomys flavidus,Rodentia,Echimyidae,Pattonomys,flavidus,Yellow Speckled Tree-rat ,Nocturnal,Nocturnal,1,0,0,1,,
Pattonomys occasius,Rodentia,Echimyidae,Pattonomys,occasius,Bare-tailed Armored Tree-rat,Nocturnal,Nocturnal,1,0,0,1,,
Pattonomys punctatus,Rodentia,Echimyidae,Pattonomys,punctatus,Orinocan Speckled Tree-rat ,Nocturnal,Nocturnal,1,0,0,1,,
Pattonomys semivillosus,Rodentia,Echimyidae,Pattonomys,semivillosus,Columbian speckled tree rat,Nocturnal,Nocturnal,1,0,0,1,,
Paucidentomys vermidax,Rodentia,Muridae,Paucidentomys,vermidax,Edented Sulawesi rat,Nocturnal,Nocturnal,1,0,0,1,,
Paulamys naso,Rodentia,Muridae,Paulamys,naso,Paula's Long-nosed Rat,Nocturnal,Nocturnal,1,0,0,1,,
Pearsonomys annectens,Rodentia,Cricetidae,Pearsonomys,annectens,Pearson's long clawed akodont,NA,Nocturnal,Imputed,NA,0,Imputed,,
Pecari tajacu,Cetartiodactyla,Tayassuidae,Pecari,tajacu,Collared Peccary,Diurnal,Diurnal,1,1,1,42,,
Pectinator spekei,Rodentia,Ctenodactylidae,Pectinator,spekei,Speke's Pectinator,Diurnal,Diurnal,1,0,0,1,,
Pedetes capensis,Rodentia,Pedetidae,Pedetes,capensis,Spring Hare,Nocturnal,Nocturnal,1,0,0,1,,
Pedetes surdaster,Rodentia,Pedetidae,Pedetes,surdaster,East African Spring-hare,Nocturnal,Nocturnal,1,0,0,1,,
Pelea capreolus,Cetartiodactyla,Bovidae,Pelea,capreolus,Grey Rhebok,Cathemeral,Cathemeral,1,0,0,1,,
Pelomys campanae,Rodentia,Muridae,Pelomys,campanae,Bell Groove-toothed Swamp Rat,Nocturnal,Nocturnal,2,0,0,1,,
Pelomys fallax,Rodentia,Muridae,Pelomys,fallax,Creek Groove-toothed Swamp Rat,Cathemeral,Cathemeral,1,0,0,1,,
Pelomys hopkinsi,Rodentia,Muridae,Pelomys,hopkinsi,Hopkins's Groove-toothed Swamp Rat,Nocturnal,Nocturnal,2,0,0,1,,
Pelomys isseli,Rodentia,Muridae,Pelomys,isseli,Issel's Groove-toothed Swamp Rat,Nocturnal,Nocturnal,1,0,0,1,,
Pelomys minor,Rodentia,Muridae,Pelomys,minor,Least Groove-toothed Swamp Rat,Nocturnal,Nocturnal,2,0,0,1,,
Pentalagus furnessi,Lagomorpha,Leporidae,Pentalagus,furnessi,Amami Rabbit,Nocturnal,Nocturnal,1,1,1,1,,
Penthetor lucasi,Chiroptera,Pteropodidae,Penthetor,lucasi,Lucas's Short-nosed Fruit Bat,Nocturnal,Nocturnal,2,0,0,1,,
Perameles bougainville,Peramelemorphia,Peramelidae,Perameles,bougainville,Western Barred Bandicoot,Nocturnal,Nocturnal,1,0,0,1,,
Perameles gunnii,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern Barred Bandicoot,Nocturnal,Nocturnal,1,0,0,1,,
Perameles nasuta,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed Bandicoot,Nocturnal,Nocturnal,2,0,0,1,,
Perodicticus edwardsi,Primates,Lorisidae,Perodicticus,edwardsi,Milne-Edwards's Potto,Nocturnal,Nocturnal,1,0,0,1,,
Perodicticus ibeanus,Primates,Lorisidae,Perodicticus,ibeanus,East African Potto,Nocturnal,Nocturnal,1,0,0,1,,
Perodicticus potto,Primates,Lorisidae,Perodicticus,potto,West African Potto,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus alticola,Rodentia,Heteromyidae,Perognathus,alticola,White-eared Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus amplus,Rodentia,Heteromyidae,Perognathus,amplus,Arizona Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus fasciatus,Rodentia,Heteromyidae,Perognathus,fasciatus,Olive-backed Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus flavescens,Rodentia,Heteromyidae,Perognathus,flavescens,Plains Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus flavus,Rodentia,Heteromyidae,Perognathus,flavus,Silky Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus inornatus,Rodentia,Heteromyidae,Perognathus,inornatus,Salinas Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus longimembris,Rodentia,Heteromyidae,Perognathus,longimembris,Los Angeles Little Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus merriami,Rodentia,Heteromyidae,Perognathus,merriami,Great Basin Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin Pocket Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus attwateri,Rodentia,Cricetidae,Peromyscus,attwateri,Texas Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus aztecus,Rodentia,Cricetidae,Peromyscus,aztecus,Aztec Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus beatae,Rodentia,Cricetidae,Peromyscus,beatae,Orizaba Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus boylii,Rodentia,Cricetidae,Peromyscus,boylii,Brush Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus bullatus,Rodentia,Cricetidae,Peromyscus,bullatus,Perote Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus californicus,Rodentia,Cricetidae,Peromyscus,californicus,California Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus caniceps,Rodentia,Cricetidae,Peromyscus,caniceps,Monserrat Island Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus crinitus,Rodentia,Cricetidae,Peromyscus,crinitus,Canyon Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus dickeyi,Rodentia,Cricetidae,Peromyscus,dickeyi,Dickey's Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus difficilis,Rodentia,Cricetidae,Peromyscus,difficilis,Zacatecan Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus eremicus,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus eva,Rodentia,Cricetidae,Peromyscus,eva,Eva's Desert Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus fraterculus,Rodentia,Cricetidae,Peromyscus,fraterculus,Northern Baja Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus furvus,Rodentia,Cricetidae,Peromyscus,furvus,Blackish Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus gossypinus,Rodentia,Cricetidae,Peromyscus,gossypinus,Cotton Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus grandis,Rodentia,Cricetidae,Peromyscus,grandis,Big Deer Mouse,Nocturnal,Nocturnal,2,0,0,1,,
Peromyscus gratus,Rodentia,Cricetidae,Peromyscus,gratus,Osgood's Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus guardia,Rodentia,Cricetidae,Peromyscus,guardia,Angel Island Mouse,Nocturnal,Nocturnal,2,0,0,1,,
Peromyscus guatemalensis,Rodentia,Cricetidae,Peromyscus,guatemalensis,Guatemalan Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus gymnotis,Rodentia,Cricetidae,Peromyscus,gymnotis,Naked-eared Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus hooperi,Rodentia,Cricetidae,Peromyscus,hooperi,Hooper's Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus hylocetes,Rodentia,Cricetidae,Peromyscus,hylocetes,Transvolcanic Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus interparietalis,Rodentia,Cricetidae,Peromyscus,interparietalis,San Lorenzo Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus keeni,Rodentia,Cricetidae,Peromyscus,keeni,Northwestern Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus levipes,Rodentia,Cricetidae,Peromyscus,levipes,Nimble-footed Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus madrensis,Rodentia,Cricetidae,Peromyscus,madrensis,Tres Marias Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus,North American Deermouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus mayensis,Rodentia,Cricetidae,Peromyscus,mayensis,Mayan Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus megalops,Rodentia,Cricetidae,Peromyscus,megalops,Broad-faced Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus mekisturus,Rodentia,Cricetidae,Peromyscus,mekisturus,Puebla Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus melanocarpus,Rodentia,Cricetidae,Peromyscus,melanocarpus,Black-wristed Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus melanophrys,Rodentia,Cricetidae,Peromyscus,melanophrys,Plateau Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus melanotis,Rodentia,Cricetidae,Peromyscus,melanotis,Black-eared Mouse,Nocturnal,Nocturnal,1,1,1,1,,
Peromyscus melanurus,Rodentia,Cricetidae,Peromyscus,melanurus,Black-tailed Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus merriami,Rodentia,Cricetidae,Peromyscus,merriami,Mesquite Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus mexicanus,Rodentia,Cricetidae,Peromyscus,mexicanus,Mexican Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus nasutus,Rodentia,Cricetidae,Peromyscus,nasutus,Northern Rock Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus ochraventer,Rodentia,Cricetidae,Peromyscus,ochraventer,El Carrizo Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus pectoralis,Rodentia,Cricetidae,Peromyscus,pectoralis,White-ankled Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus perfulvus,Rodentia,Cricetidae,Peromyscus,perfulvus,Tawny Deer Mouse,Nocturnal,Nocturnal,2,0,0,1,,
Peromyscus polionotus,Rodentia,Cricetidae,Peromyscus,polionotus,Choctawhatchee Beach Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus polius,Rodentia,Cricetidae,Peromyscus,polius,Chihuahuan Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Peromyscus pseudocrinitus,Rodentia,Cricetidae,Peromyscus,pseudocrinitus,Coronados Deer Mouse,Nocturnal,Nocturnal,1,0,0,1,,
